              x              u
   6.399370e-03   5.559001e-02
   6.499360e-03   5.642747e-02
   6.599350e-03   5.726400e-02
   6.699340e-03   5.809959e-02
   6.799330e-03   5.893424e-02
   6.899320e-03   5.976797e-02
   6.999310e-03   6.060075e-02
   7.099300e-03   6.143261e-02
   7.199290e-03   6.226353e-02
   7.299280e-03   6.309353e-02
   7.399270e-03   6.392259e-02
   7.499260e-03   6.475073e-02
   7.599250e-03   6.557794e-02
   7.699240e-03   6.640422e-02
   7.799230e-03   6.722957e-02
   7.899220e-03   6.805401e-02
   7.999210e-03   6.887751e-02
   8.099200e-03   6.970010e-02
   8.199190e-03   7.052176e-02
   8.299180e-03   7.134250e-02
   8.399170e-03   7.216232e-02
   8.499160e-03   7.298123e-02
   8.599150e-03   7.379921e-02
   8.699140e-03   7.461628e-02
   8.799130e-03   7.543242e-02
   8.899120e-03   7.624766e-02
   8.999110e-03   7.706198e-02
   9.099100e-03   7.787538e-02
   9.199090e-03   7.868788e-02
   9.299080e-03   7.949946e-02
   9.399070e-03   8.031013e-02
   9.499060e-03   8.111989e-02
   9.599050e-03   8.192874e-02
   9.699040e-03   8.273668e-02
   9.799030e-03   8.354372e-02
   9.899020e-03   8.434984e-02
   9.999010e-03   8.515507e-02
   1.009900e-02   8.595939e-02
   1.019899e-02   8.676280e-02
   1.029898e-02   8.756531e-02
   1.039897e-02   8.836692e-02
   1.049896e-02   8.916763e-02
   1.059895e-02   8.996744e-02
   1.069894e-02   9.076635e-02
   1.079893e-02   9.156436e-02
   1.089892e-02   9.236147e-02
   1.099891e-02   9.315769e-02
   1.109890e-02   9.395301e-02
   1.119889e-02   9.474744e-02
   1.129888e-02   9.554097e-02
   1.139887e-02   9.633361e-02
   1.149886e-02   9.712536e-02
   1.159885e-02   9.791621e-02
   1.169884e-02   9.870618e-02
   1.179883e-02   9.949525e-02
   1.189882e-02   1.002834e-01
   1.199881e-02   1.010707e-01
   1.209880e-02   1.018572e-01
   1.219879e-02   1.026427e-01
   1.229878e-02   1.034273e-01
   1.239877e-02   1.042111e-01
   1.249876e-02   1.049940e-01
   1.259875e-02   1.057760e-01
   1.269874e-02   1.065571e-01
   1.279873e-02   1.073373e-01
   1.289872e-02   1.081166e-01
   1.299871e-02   1.088951e-01
   1.309870e-02   1.096727e-01
   1.319869e-02   1.104494e-01
   1.329868e-02   1.112253e-01
   1.339867e-02   1.120002e-01
   1.349866e-02   1.127743e-01
   1.359865e-02   1.135476e-01
   1.369864e-02   1.143199e-01
   1.379863e-02   1.150914e-01
   1.389862e-02   1.158620e-01
   1.399861e-02   1.166317e-01
   1.409860e-02   1.174006e-01
   1.419859e-02   1.181686e-01
   1.429858e-02   1.189357e-01
   1.439857e-02   1.197020e-01
   1.449856e-02   1.204673e-01
   1.459855e-02   1.212319e-01
   1.469854e-02   1.219955e-01
   1.479853e-02   1.227583e-01
   1.489852e-02   1.235203e-01
   1.499851e-02   1.242814e-01
   1.509850e-02   1.250416e-01
   1.519849e-02   1.258009e-01
   1.529848e-02   1.265594e-01
   1.539847e-02   1.273171e-01
   1.549846e-02   1.280739e-01
   1.559845e-02   1.288298e-01
   1.569844e-02   1.295849e-01
   1.579843e-02   1.303391e-01
   1.589842e-02   1.310925e-01
   1.599841e-02   1.318450e-01
   1.609840e-02   1.325966e-01
   1.619839e-02   1.333474e-01
   1.629838e-02   1.340974e-01
   1.639837e-02   1.348465e-01
   1.649836e-02   1.355948e-01
   1.659835e-02   1.363422e-01
   1.669834e-02   1.370888e-01
   1.679833e-02   1.378345e-01
   1.689832e-02   1.385794e-01
   1.699831e-02   1.393234e-01
   1.709830e-02   1.400666e-01
   1.719829e-02   1.408089e-01
   1.729828e-02   1.415504e-01
   1.739827e-02   1.422911e-01
   1.749826e-02   1.430309e-01
   1.759825e-02   1.437699e-01
   1.769824e-02   1.445080e-01
   1.779823e-02   1.452453e-01
   1.789822e-02   1.459818e-01
   1.799821e-02   1.467174e-01
   1.809820e-02   1.474522e-01
   1.819819e-02   1.481862e-01
   1.829818e-02   1.489193e-01
   1.839817e-02   1.496516e-01
   1.849816e-02   1.503831e-01
   1.859815e-02   1.511137e-01
   1.869814e-02   1.518435e-01
   1.879813e-02   1.525725e-01
   1.889812e-02   1.533007e-01
   1.899811e-02   1.540280e-01
   1.909810e-02   1.547545e-01
   1.919809e-02   1.554801e-01
   1.929808e-02   1.562050e-01
   1.939807e-02   1.569290e-01
   1.949806e-02   1.576522e-01
   1.959805e-02   1.583746e-01
   1.969804e-02   1.590961e-01
   1.979803e-02   1.598169e-01
   1.989802e-02   1.605368e-01
   1.999801e-02   1.612559e-01
   2.009800e-02   1.619741e-01
   2.019799e-02   1.626916e-01
   2.029798e-02   1.634082e-01
   2.039797e-02   1.641240e-01
   2.049796e-02   1.648390e-01
   2.059795e-02   1.655532e-01
   2.069794e-02   1.662666e-01
   2.079793e-02   1.669792e-01
   2.089792e-02   1.676909e-01
   2.099791e-02   1.684019e-01
   2.109790e-02   1.691120e-01
   2.119789e-02   1.698213e-01
   2.129788e-02   1.705298e-01
   2.139787e-02   1.712375e-01
   2.149786e-02   1.719444e-01
   2.159785e-02   1.726505e-01
   2.169784e-02   1.733558e-01
   2.179783e-02   1.740603e-01
   2.189782e-02   1.747639e-01
   2.199781e-02   1.754668e-01
   2.209780e-02   1.761689e-01
   2.219779e-02   1.768702e-01
   2.229778e-02   1.775706e-01
   2.239777e-02   1.782703e-01
   2.249776e-02   1.789692e-01
   2.259775e-02   1.796672e-01
   2.269774e-02   1.803645e-01
   2.279773e-02   1.810610e-01
   2.289772e-02   1.817567e-01
   2.299771e-02   1.824515e-01
   2.309770e-02   1.831456e-01
   2.319769e-02   1.838389e-01
   2.329768e-02   1.845314e-01
   2.339767e-02   1.852231e-01
   2.349766e-02   1.859141e-01
   2.359765e-02   1.866042e-01
   2.369764e-02   1.872935e-01
   2.379763e-02   1.879821e-01
   2.389762e-02   1.886698e-01
   2.399761e-02   1.893568e-01
   2.409760e-02   1.900430e-01
   2.419759e-02   1.907284e-01
   2.429758e-02   1.914130e-01
   2.439757e-02   1.920969e-01
   2.449756e-02   1.927799e-01
   2.459755e-02   1.934622e-01
   2.469754e-02   1.941437e-01
   2.479753e-02   1.948244e-01
   2.489752e-02   1.955043e-01
   2.499751e-02   1.961834e-01
   2.509750e-02   1.968618e-01
   2.519749e-02   1.975394e-01
   2.529748e-02   1.982162e-01
   2.539747e-02   1.988923e-01
   2.549746e-02   1.995675e-01
   2.559745e-02   2.002420e-01
   2.569744e-02   2.009157e-01
   2.579743e-02   2.015887e-01
   2.589742e-02   2.022608e-01
   2.599741e-02   2.029322e-01
   2.609740e-02   2.036028e-01
   2.619739e-02   2.042727e-01
   2.629738e-02   2.049418e-01
   2.639737e-02   2.056101e-01
   2.649736e-02   2.062776e-01
   2.659735e-02   2.069444e-01
   2.669734e-02   2.076104e-01
   2.679733e-02   2.082757e-01
   2.689732e-02   2.089402e-01
   2.699731e-02   2.096039e-01
   2.709730e-02   2.102668e-01
   2.719729e-02   2.109290e-01
   2.729728e-02   2.115905e-01
   2.739727e-02   2.122511e-01
   2.749726e-02   2.129111e-01
   2.759725e-02   2.135702e-01
   2.769724e-02   2.142286e-01
   2.779723e-02   2.148862e-01
   2.789722e-02   2.155431e-01
   2.799721e-02   2.161992e-01
   2.809720e-02   2.168546e-01
   2.819719e-02   2.175092e-01
   2.829718e-02   2.181631e-01
   2.839717e-02   2.188162e-01
   2.849716e-02   2.194685e-01
   2.859715e-02   2.201201e-01
   2.869714e-02   2.207710e-01
   2.879713e-02   2.214211e-01
   2.889712e-02   2.220704e-01
   2.899711e-02   2.227190e-01
   2.909710e-02   2.233669e-01
   2.919709e-02   2.240140e-01
   2.929708e-02   2.246603e-01
   2.939707e-02   2.253059e-01
   2.949706e-02   2.259508e-01
   2.959705e-02   2.265949e-01
   2.969704e-02   2.272383e-01
   2.979703e-02   2.278809e-01
   2.989702e-02   2.285228e-01
   2.999701e-02   2.291640e-01
   3.009700e-02   2.298044e-01
   3.019699e-02   2.304441e-01
   3.029698e-02   2.310830e-01
   3.039697e-02   2.317212e-01
   3.049696e-02   2.323586e-01
   3.059695e-02   2.329954e-01
   3.069694e-02   2.336313e-01
   3.079693e-02   2.342666e-01
   3.089692e-02   2.349011e-01
   3.099691e-02   2.355349e-01
   3.109690e-02   2.361679e-01
   3.119689e-02   2.368002e-01
   3.129688e-02   2.374318e-01
   3.139687e-02   2.380627e-01
   3.149686e-02   2.386928e-01
   3.159685e-02   2.393222e-01
   3.169684e-02   2.399508e-01
   3.179683e-02   2.405788e-01
   3.189682e-02   2.412060e-01
   3.199681e-02   2.418324e-01
   3.209680e-02   2.424582e-01
   3.219679e-02   2.430832e-01
   3.229678e-02   2.437075e-01
   3.239677e-02   2.443311e-01
   3.249676e-02   2.449539e-01
   3.259675e-02   2.455761e-01
   3.269674e-02   2.461975e-01
   3.279673e-02   2.468182e-01
   3.289672e-02   2.474382e-01
   3.299671e-02   2.480574e-01
   3.309670e-02   2.486759e-01
   3.319669e-02   2.492937e-01
   3.329668e-02   2.499108e-01
   3.339667e-02   2.505272e-01
   3.349666e-02   2.511429e-01
   3.359665e-02   2.517578e-01
   3.369664e-02   2.523721e-01
   3.379663e-02   2.529856e-01
   3.389662e-02   2.535984e-01
   3.399661e-02   2.542105e-01
   3.409660e-02   2.548219e-01
   3.419659e-02   2.554325e-01
   3.429658e-02   2.560425e-01
   3.439657e-02   2.566517e-01
   3.449656e-02   2.572603e-01
   3.459655e-02   2.578681e-01
   3.469654e-02   2.584752e-01
   3.479653e-02   2.590817e-01
   3.489652e-02   2.596874e-01
   3.499651e-02   2.602924e-01
   3.509650e-02   2.608967e-01
   3.519649e-02   2.615003e-01
   3.529648e-02   2.621032e-01
   3.539647e-02   2.627054e-01
   3.549646e-02   2.633069e-01
   3.559645e-02   2.639077e-01
   3.569644e-02   2.645078e-01
   3.579643e-02   2.651072e-01
   3.589642e-02   2.657059e-01
   3.599641e-02   2.663038e-01
   3.609640e-02   2.669011e-01
   3.619639e-02   2.674977e-01
   3.629638e-02   2.680937e-01
   3.639637e-02   2.686889e-01
   3.649636e-02   2.692834e-01
   3.659635e-02   2.698772e-01
   3.669634e-02   2.704703e-01
   3.679633e-02   2.710628e-01
   3.689632e-02   2.716545e-01
   3.699631e-02   2.722455e-01
   3.709630e-02   2.728359e-01
   3.719629e-02   2.734256e-01
   3.729628e-02   2.740146e-01
   3.739627e-02   2.746029e-01
   3.749626e-02   2.751905e-01
   3.759625e-02   2.757774e-01
   3.769624e-02   2.763636e-01
   3.779623e-02   2.769491e-01
   3.789622e-02   2.775340e-01
   3.799621e-02   2.781182e-01
   3.809620e-02   2.787017e-01
   3.819619e-02   2.792845e-01
   3.829618e-02   2.798666e-01
   3.839617e-02   2.804481e-01
   3.849616e-02   2.810288e-01
   3.859615e-02   2.816089e-01
   3.869614e-02   2.821883e-01
   3.879613e-02   2.827670e-01
   3.889612e-02   2.833451e-01
   3.899611e-02   2.839224e-01
   3.909610e-02   2.844991e-01
   3.919609e-02   2.850752e-01
   3.929608e-02   2.856505e-01
   3.939607e-02   2.862252e-01
   3.949606e-02   2.867991e-01
   3.959605e-02   2.873725e-01
   3.969604e-02   2.879451e-01
   3.979603e-02   2.885171e-01
   3.989602e-02   2.890884e-01
   3.999601e-02   2.896590e-01
   4.009600e-02   2.902290e-01
   4.019599e-02   2.907983e-01
   4.029598e-02   2.913669e-01
   4.039597e-02   2.919348e-01
   4.049596e-02   2.925021e-01
   4.059595e-02   2.930687e-01
   4.069594e-02   2.936347e-01
   4.079593e-02   2.942000e-01
   4.089592e-02   2.947646e-01
   4.099591e-02   2.953286e-01
   4.109590e-02   2.958918e-01
   4.119589e-02   2.964545e-01
   4.129588e-02   2.970164e-01
   4.139587e-02   2.975778e-01
   4.149586e-02   2.981384e-01
   4.159585e-02   2.986984e-01
   4.169584e-02   2.992577e-01
   4.179583e-02   2.998164e-01
   4.189582e-02   3.003744e-01
   4.199581e-02   3.009317e-01
   4.209580e-02   3.014884e-01
   4.219579e-02   3.020445e-01
   4.229578e-02   3.025999e-01
   4.239577e-02   3.031546e-01
   4.249576e-02   3.037087e-01
   4.259575e-02   3.042621e-01
   4.269574e-02   3.048148e-01
   4.279573e-02   3.053670e-01
   4.289572e-02   3.059184e-01
   4.299571e-02   3.064692e-01
   4.309570e-02   3.070194e-01
   4.319569e-02   3.075689e-01
   4.329568e-02   3.081178e-01
   4.339567e-02   3.086660e-01
   4.349566e-02   3.092136e-01
   4.359565e-02   3.097605e-01
   4.369564e-02   3.103067e-01
   4.379563e-02   3.108524e-01
   4.389562e-02   3.113974e-01
   4.399561e-02   3.119417e-01
   4.409560e-02   3.124854e-01
   4.419559e-02   3.130284e-01
   4.429558e-02   3.135708e-01
   4.439557e-02   3.141126e-01
   4.449556e-02   3.146537e-01
   4.459555e-02   3.151942e-01
   4.469554e-02   3.157341e-01
   4.479553e-02   3.162733e-01
   4.489552e-02   3.168118e-01
   4.499551e-02   3.173497e-01
   4.509550e-02   3.178870e-01
   4.519549e-02   3.184237e-01
   4.529548e-02   3.189597e-01
   4.539547e-02   3.194951e-01
   4.549546e-02   3.200298e-01
   4.559545e-02   3.205639e-01
   4.569544e-02   3.210974e-01
   4.579543e-02   3.216303e-01
   4.589542e-02   3.221625e-01
   4.599541e-02   3.226941e-01
   4.609540e-02   3.232250e-01
   4.619539e-02   3.237553e-01
   4.629538e-02   3.242850e-01
   4.639537e-02   3.248141e-01
   4.649536e-02   3.253425e-01
   4.659535e-02   3.258703e-01
   4.669534e-02   3.263975e-01
   4.679533e-02   3.269240e-01
   4.689532e-02   3.274499e-01
   4.699531e-02   3.279752e-01
   4.709530e-02   3.284999e-01
   4.719529e-02   3.290240e-01
   4.729528e-02   3.295474e-01
   4.739527e-02   3.300702e-01
   4.749526e-02   3.305924e-01
   4.759525e-02   3.311139e-01
   4.769524e-02   3.316349e-01
   4.779523e-02   3.321552e-01
   4.789522e-02   3.326749e-01
   4.799521e-02   3.331939e-01
   4.809520e-02   3.337124e-01
   4.819519e-02   3.342302e-01
   4.829518e-02   3.347474e-01
   4.839517e-02   3.352641e-01
   4.849516e-02   3.357800e-01
   4.859515e-02   3.362954e-01
   4.869514e-02   3.368102e-01
   4.879513e-02   3.373243e-01
   4.889512e-02   3.378378e-01
   4.899511e-02   3.383508e-01
   4.909510e-02   3.388631e-01
   4.919509e-02   3.393748e-01
   4.929508e-02   3.398858e-01
   4.939507e-02   3.403963e-01
   4.949506e-02   3.409062e-01
   4.959505e-02   3.414154e-01
   4.969504e-02   3.419241e-01
   4.979503e-02   3.424321e-01
   4.989502e-02   3.429395e-01
   4.999501e-02   3.434463e-01
   5.009500e-02   3.439525e-01
   5.019499e-02   3.444581e-01
   5.029498e-02   3.449631e-01
   5.039497e-02   3.454675e-01
   5.049496e-02   3.459713e-01
   5.059495e-02   3.464745e-01
   5.069494e-02   3.469771e-01
   5.079493e-02   3.474791e-01
   5.089492e-02   3.479805e-01
   5.099491e-02   3.484813e-01
   5.109490e-02   3.489814e-01
   5.119489e-02   3.494810e-01
   5.129488e-02   3.499800e-01
   5.139487e-02   3.504784e-01
   5.149486e-02   3.509762e-01
   5.159485e-02   3.514734e-01
   5.169484e-02   3.519699e-01
   5.179483e-02   3.524659e-01
   5.189482e-02   3.529613e-01
   5.199481e-02   3.534561e-01
   5.209480e-02   3.539504e-01
   5.219479e-02   3.544440e-01
   5.229478e-02   3.549370e-01
   5.239477e-02   3.554294e-01
   5.249476e-02   3.559213e-01
   5.259475e-02   3.564125e-01
   5.269474e-02   3.569032e-01
   5.279473e-02   3.573932e-01
   5.289472e-02   3.578827e-01
   5.299471e-02   3.583716e-01
   5.309470e-02   3.588599e-01
   5.319469e-02   3.593476e-01
   5.329468e-02   3.598347e-01
   5.339467e-02   3.603213e-01
   5.349466e-02   3.608072e-01
   5.359465e-02   3.612926e-01
   5.369464e-02   3.617773e-01
   5.379463e-02   3.622615e-01
   5.389462e-02   3.627451e-01
   5.399461e-02   3.632282e-01
   5.409460e-02   3.637106e-01
   5.419459e-02   3.641925e-01
   5.429458e-02   3.646738e-01
   5.439457e-02   3.651545e-01
   5.449456e-02   3.656346e-01
   5.459455e-02   3.661141e-01
   5.469454e-02   3.665931e-01
   5.479453e-02   3.670715e-01
   5.489452e-02   3.675493e-01
   5.499451e-02   3.680265e-01
   5.509450e-02   3.685031e-01
   5.519449e-02   3.689792e-01
   5.529448e-02   3.694547e-01
   5.539447e-02   3.699296e-01
   5.549446e-02   3.704040e-01
   5.559445e-02   3.708778e-01
   5.569444e-02   3.713510e-01
   5.579443e-02   3.718236e-01
   5.589442e-02   3.722957e-01
   5.599441e-02   3.727671e-01
   5.609440e-02   3.732380e-01
   5.619439e-02   3.737084e-01
   5.629438e-02   3.741782e-01
   5.639437e-02   3.746474e-01
   5.649436e-02   3.751160e-01
   5.659435e-02   3.755841e-01
   5.669434e-02   3.760516e-01
   5.679433e-02   3.765185e-01
   5.689432e-02   3.769849e-01
   5.699431e-02   3.774507e-01
   5.709430e-02   3.779159e-01
   5.719429e-02   3.783806e-01
   5.729428e-02   3.788447e-01
   5.739427e-02   3.793082e-01
   5.749426e-02   3.797712e-01
   5.759425e-02   3.802336e-01
   5.769424e-02   3.806954e-01
   5.779423e-02   3.811567e-01
   5.789422e-02   3.816175e-01
   5.799421e-02   3.820776e-01
   5.809420e-02   3.825372e-01
   5.819419e-02   3.829963e-01
   5.829418e-02   3.834548e-01
   5.839417e-02   3.839127e-01
   5.849416e-02   3.843701e-01
   5.859415e-02   3.848269e-01
   5.869414e-02   3.852832e-01
   5.879413e-02   3.857389e-01
   5.889412e-02   3.861940e-01
   5.899411e-02   3.866486e-01
   5.909410e-02   3.871027e-01
   5.919409e-02   3.875562e-01
   5.929408e-02   3.880091e-01
   5.939407e-02   3.884615e-01
   5.949406e-02   3.889133e-01
   5.959405e-02   3.893646e-01
   5.969404e-02   3.898153e-01
   5.979403e-02   3.902655e-01
   5.989402e-02   3.907151e-01
   5.999401e-02   3.911642e-01
   6.009400e-02   3.916127e-01
   6.019399e-02   3.920607e-01
   6.029398e-02   3.925081e-01
   6.039397e-02   3.929550e-01
   6.049396e-02   3.934014e-01
   6.059395e-02   3.938472e-01
   6.069394e-02   3.942924e-01
   6.079393e-02   3.947371e-01
   6.089392e-02   3.951813e-01
   6.099391e-02   3.956249e-01
   6.109390e-02   3.960680e-01
   6.119389e-02   3.965105e-01
   6.129388e-02   3.969525e-01
   6.139387e-02   3.973939e-01
   6.149386e-02   3.978348e-01
   6.159385e-02   3.982752e-01
   6.169384e-02   3.987150e-01
   6.179383e-02   3.991543e-01
   6.189382e-02   3.995931e-01
   6.199381e-02   4.000313e-01
   6.209380e-02   4.004689e-01
   6.219379e-02   4.009061e-01
   6.229378e-02   4.013427e-01
   6.239377e-02   4.017787e-01
   6.249376e-02   4.022142e-01
   6.259375e-02   4.026492e-01
   6.269374e-02   4.030837e-01
   6.279373e-02   4.035176e-01
   6.289372e-02   4.039510e-01
   6.299371e-02   4.043838e-01
   6.309370e-02   4.048162e-01
   6.319369e-02   4.052480e-01
   6.329368e-02   4.056792e-01
   6.339367e-02   4.061099e-01
   6.349366e-02   4.065401e-01
   6.359365e-02   4.069698e-01
   6.369364e-02   4.073989e-01
   6.379363e-02   4.078275e-01
   6.389362e-02   4.082556e-01
   6.399361e-02   4.086832e-01
   6.409360e-02   4.091102e-01
   6.419359e-02   4.095367e-01
   6.429358e-02   4.099627e-01
   6.439357e-02   4.103881e-01
   6.449356e-02   4.108130e-01
   6.459355e-02   4.112374e-01
   6.469354e-02   4.116613e-01
   6.479353e-02   4.120847e-01
   6.489352e-02   4.125075e-01
   6.499351e-02   4.129298e-01
   6.509350e-02   4.133516e-01
   6.519349e-02   4.137728e-01
   6.529348e-02   4.141936e-01
   6.539347e-02   4.146138e-01
   6.549346e-02   4.150335e-01
   6.559345e-02   4.154527e-01
   6.569344e-02   4.158713e-01
   6.579343e-02   4.162895e-01
   6.589342e-02   4.167071e-01
   6.599341e-02   4.171242e-01
   6.609340e-02   4.175408e-01
   6.619339e-02   4.179569e-01
   6.629338e-02   4.183724e-01
   6.639337e-02   4.187875e-01
   6.649336e-02   4.192020e-01
   6.659335e-02   4.196160e-01
   6.669334e-02   4.200295e-01
   6.679333e-02   4.204425e-01
   6.689332e-02   4.208550e-01
   6.699331e-02   4.212669e-01
   6.709330e-02   4.216784e-01
   6.719329e-02   4.220893e-01
   6.729328e-02   4.224997e-01
   6.739327e-02   4.229097e-01
   6.749326e-02   4.233191e-01
   6.759325e-02   4.237280e-01
   6.769324e-02   4.241364e-01
   6.779323e-02   4.245442e-01
   6.789322e-02   4.249516e-01
   6.799321e-02   4.253585e-01
   6.809320e-02   4.257648e-01
   6.819319e-02   4.261707e-01
   6.829318e-02   4.265760e-01
   6.839317e-02   4.269809e-01
   6.849316e-02   4.273852e-01
   6.859315e-02   4.277891e-01
   6.869314e-02   4.281924e-01
   6.879313e-02   4.285952e-01
   6.889312e-02   4.289976e-01
   6.899311e-02   4.293994e-01
   6.909310e-02   4.298007e-01
   6.919309e-02   4.302015e-01
   6.929308e-02   4.306019e-01
   6.939307e-02   4.310017e-01
   6.949306e-02   4.314010e-01
   6.959305e-02   4.317998e-01
   6.969304e-02   4.321982e-01
   6.979303e-02   4.325960e-01
   6.989302e-02   4.329933e-01
   6.999301e-02   4.333901e-01
   7.009300e-02   4.337865e-01
   7.019299e-02   4.341823e-01
   7.029298e-02   4.345777e-01
   7.039297e-02   4.349725e-01
   7.049296e-02   4.353669e-01
   7.059295e-02   4.357607e-01
   7.069294e-02   4.361541e-01
   7.079293e-02   4.365470e-01
   7.089292e-02   4.369394e-01
   7.099291e-02   4.373313e-01
   7.109290e-02   4.377227e-01
   7.119289e-02   4.381136e-01
   7.129288e-02   4.385040e-01
   7.139287e-02   4.388939e-01
   7.149286e-02   4.392833e-01
   7.159285e-02   4.396723e-01
   7.169284e-02   4.400607e-01
   7.179283e-02   4.404487e-01
   7.189282e-02   4.408362e-01
   7.199281e-02   4.412232e-01
   7.209280e-02   4.416097e-01
   7.219279e-02   4.419957e-01
   7.229278e-02   4.423813e-01
   7.239277e-02   4.427663e-01
   7.249276e-02   4.431509e-01
   7.259275e-02   4.435350e-01
   7.269274e-02   4.439186e-01
   7.279273e-02   4.443017e-01
   7.289272e-02   4.446843e-01
   7.299271e-02   4.450665e-01
   7.309270e-02   4.454481e-01
   7.319269e-02   4.458293e-01
   7.329268e-02   4.462100e-01
   7.339267e-02   4.465903e-01
   7.349266e-02   4.469700e-01
   7.359265e-02   4.473493e-01
   7.369264e-02   4.477281e-01
   7.379263e-02   4.481064e-01
   7.389262e-02   4.484842e-01
   7.399261e-02   4.488616e-01
   7.409260e-02   4.492384e-01
   7.419259e-02   4.496148e-01
   7.429258e-02   4.499908e-01
   7.439257e-02   4.503662e-01
   7.449256e-02   4.507412e-01
   7.459255e-02   4.511157e-01
   7.469254e-02   4.514897e-01
   7.479253e-02   4.518633e-01
   7.489252e-02   4.522364e-01
   7.499251e-02   4.526090e-01
   7.509250e-02   4.529811e-01
   7.519249e-02   4.533528e-01
   7.529248e-02   4.537239e-01
   7.539247e-02   4.540947e-01
   7.549246e-02   4.544649e-01
   7.559245e-02   4.548347e-01
   7.569244e-02   4.552040e-01
   7.579243e-02   4.555728e-01
   7.589242e-02   4.559412e-01
   7.599241e-02   4.563091e-01
   7.609240e-02   4.566765e-01
   7.619239e-02   4.570435e-01
   7.629238e-02   4.574100e-01
   7.639237e-02   4.577761e-01
   7.649236e-02   4.581416e-01
   7.659235e-02   4.585067e-01
   7.669234e-02   4.588714e-01
   7.679233e-02   4.592355e-01
   7.689232e-02   4.595993e-01
   7.699231e-02   4.599625e-01
   7.709230e-02   4.603253e-01
   7.719229e-02   4.606876e-01
   7.729228e-02   4.610495e-01
   7.739227e-02   4.614109e-01
   7.749226e-02   4.617718e-01
   7.759225e-02   4.621323e-01
   7.769224e-02   4.624923e-01
   7.779223e-02   4.628519e-01
   7.789222e-02   4.632110e-01
   7.799221e-02   4.635696e-01
   7.809220e-02   4.639278e-01
   7.819219e-02   4.642855e-01
   7.829218e-02   4.646428e-01
   7.839217e-02   4.649996e-01
   7.849216e-02   4.653559e-01
   7.859215e-02   4.657118e-01
   7.869214e-02   4.660673e-01
   7.879213e-02   4.664223e-01
   7.889212e-02   4.667768e-01
   7.899211e-02   4.671309e-01
   7.909210e-02   4.674845e-01
   7.919209e-02   4.678377e-01
   7.929208e-02   4.681904e-01
   7.939207e-02   4.685426e-01
   7.949206e-02   4.688945e-01
   7.959205e-02   4.692458e-01
   7.969204e-02   4.695967e-01
   7.979203e-02   4.699472e-01
   7.989202e-02   4.702972e-01
   7.999201e-02   4.706468e-01
   8.009200e-02   4.709959e-01
   8.019199e-02   4.713445e-01
   8.029198e-02   4.716927e-01
   8.039197e-02   4.720405e-01
   8.049196e-02   4.723878e-01
   8.059195e-02   4.727347e-01
   8.069194e-02   4.730811e-01
   8.079193e-02   4.734271e-01
   8.089192e-02   4.737726e-01
   8.099191e-02   4.741177e-01
   8.109190e-02   4.744623e-01
   8.119189e-02   4.748065e-01
   8.129188e-02   4.751503e-01
   8.139187e-02   4.754936e-01
   8.149186e-02   4.758365e-01
   8.159185e-02   4.761789e-01
   8.169184e-02   4.765209e-01
   8.179183e-02   4.768624e-01
   8.189182e-02   4.772035e-01
   8.199181e-02   4.775442e-01
   8.209180e-02   4.778844e-01
   8.219179e-02   4.782242e-01
