              x              u
   8.221772e-01   1.775914e-01
   8.231762e-01   1.765951e-01
   8.241752e-01   1.755988e-01
   8.251742e-01   1.746025e-01
   8.261732e-01   1.736061e-01
   8.271722e-01   1.726097e-01
   8.281712e-01   1.716133e-01
   8.291702e-01   1.706169e-01
   8.301692e-01   1.696204e-01
   8.311682e-01   1.686239e-01
   8.321672e-01   1.676274e-01
   8.331662e-01   1.666309e-01
   8.341652e-01   1.656343e-01
   8.351642e-01   1.646377e-01
   8.361632e-01   1.636411e-01
   8.371622e-01   1.626445e-01
   8.381612e-01   1.616479e-01
   8.391602e-01   1.606512e-01
   8.401592e-01   1.596545e-01
   8.411582e-01   1.586578e-01
   8.421572e-01   1.576610e-01
   8.431562e-01   1.566642e-01
   8.441552e-01   1.556675e-01
   8.451542e-01   1.546706e-01
   8.461532e-01   1.536738e-01
   8.471522e-01   1.526770e-01
   8.481512e-01   1.516801e-01
   8.491502e-01   1.506832e-01
   8.501491e-01   1.496863e-01
   8.511481e-01   1.486893e-01
   8.521471e-01   1.476924e-01
   8.531461e-01   1.466954e-01
   8.541451e-01   1.456984e-01
   8.551441e-01   1.447014e-01
   8.561431e-01   1.437044e-01
   8.571421e-01   1.427073e-01
   8.581411e-01   1.417103e-01
   8.591401e-01   1.407132e-01
   8.601391e-01   1.397161e-01
   8.611381e-01   1.387189e-01
   8.621371e-01   1.377218e-01
   8.631361e-01   1.367246e-01
   8.641351e-01   1.357274e-01
   8.651341e-01   1.347303e-01
   8.661331e-01   1.337330e-01
   8.671321e-01   1.327358e-01
   8.681311e-01   1.317386e-01
   8.691301e-01   1.307413e-01
   8.701291e-01   1.297440e-01
   8.711281e-01   1.287467e-01
   8.721271e-01   1.277494e-01
   8.731261e-01   1.267521e-01
   8.741251e-01   1.257547e-01
   8.751241e-01   1.247573e-01
   8.761231e-01   1.237600e-01
   8.771221e-01   1.227626e-01
   8.781211e-01   1.217652e-01
   8.791201e-01   1.207677e-01
   8.801191e-01   1.197703e-01
   8.811181e-01   1.187728e-01
   8.821171e-01   1.177754e-01
   8.831161e-01   1.167779e-01
   8.841151e-01   1.157804e-01
   8.851141e-01   1.147829e-01
   8.861131e-01   1.137853e-01
   8.871121e-01   1.127878e-01
   8.881111e-01   1.117902e-01
   8.891101e-01   1.107926e-01
   8.901091e-01   1.097951e-01
   8.911081e-01   1.087975e-01
   8.921071e-01   1.077998e-01
   8.931061e-01   1.068022e-01
   8.941051e-01   1.058046e-01
   8.951041e-01   1.048069e-01
   8.961031e-01   1.038093e-01
   8.971021e-01   1.028116e-01
   8.981011e-01   1.018139e-01
   8.991001e-01   1.008162e-01
   9.000991e-01   9.981848e-02
   9.010981e-01   9.882075e-02
   9.020971e-01   9.782301e-02
   9.030961e-01   9.682526e-02
   9.040951e-01   9.582749e-02
   9.050941e-01   9.482972e-02
   9.060931e-01   9.383193e-02
   9.070921e-01   9.283413e-02
   9.080911e-01   9.183632e-02
   9.090901e-01   9.083850e-02
   9.100891e-01   8.984066e-02
   9.110881e-01   8.884282e-02
   9.120871e-01   8.784496e-02
   9.130861e-01   8.684710e-02
   9.140851e-01   8.584922e-02
   9.150841e-01   8.485133e-02
   9.160831e-01   8.385343e-02
   9.170821e-01   8.285552e-02
   9.180811e-01   8.185760e-02
   9.190801e-01   8.085967e-02
   9.200791e-01   7.986173e-02
   9.210781e-01   7.886378e-02
   9.220771e-01   7.786582e-02
   9.230761e-01   7.686785e-02
   9.240751e-01   7.586987e-02
   9.250741e-01   7.487188e-02
   9.260731e-01   7.387388e-02
   9.270721e-01   7.287588e-02
   9.280711e-01   7.187786e-02
   9.290701e-01   7.087983e-02
   9.300691e-01   6.988179e-02
   9.310681e-01   6.888375e-02
   9.320671e-01   6.788569e-02
   9.330661e-01   6.688763e-02
   9.340651e-01   6.588956e-02
   9.350641e-01   6.489148e-02
   9.360631e-01   6.389339e-02
   9.370621e-01   6.289529e-02
   9.380611e-01   6.189718e-02
   9.390601e-01   6.089907e-02
   9.400591e-01   5.990094e-02
   9.410581e-01   5.890281e-02
   9.420571e-01   5.790467e-02
   9.430561e-01   5.690652e-02
   9.440551e-01   5.590837e-02
   9.450541e-01   5.491020e-02
   9.460531e-01   5.391203e-02
   9.470521e-01   5.291385e-02
   9.480511e-01   5.191567e-02
   9.490501e-01   5.091747e-02
   9.500490e-01   4.991927e-02
   9.510480e-01   4.892106e-02
   9.520470e-01   4.792284e-02
   9.530460e-01   4.692462e-02
   9.540450e-01   4.592638e-02
   9.550440e-01   4.492814e-02
   9.560430e-01   4.392990e-02
   9.570420e-01   4.293165e-02
   9.580410e-01   4.193339e-02
   9.590400e-01   4.093512e-02
   9.600390e-01   3.993684e-02
   9.610380e-01   3.893856e-02
   9.620370e-01   3.794028e-02
   9.630360e-01   3.694198e-02
   9.640350e-01   3.594368e-02
   9.650340e-01   3.494537e-02
   9.660330e-01   3.394706e-02
   9.670320e-01   3.294874e-02
   9.680310e-01   3.195042e-02
   9.690300e-01   3.095208e-02
   9.700290e-01   2.995374e-02
   9.710280e-01   2.895540e-02
   9.720270e-01   2.795705e-02
   9.730260e-01   2.695869e-02
   9.740250e-01   2.596033e-02
   9.750240e-01   2.496196e-02
   9.760230e-01   2.396359e-02
   9.770220e-01   2.296521e-02
   9.780210e-01   2.196682e-02
   9.790200e-01   2.096843e-02
   9.800190e-01   1.997003e-02
   9.810180e-01   1.897163e-02
   9.820170e-01   1.797322e-02
   9.830160e-01   1.697481e-02
   9.840150e-01   1.597639e-02
   9.850140e-01   1.497797e-02
   9.860130e-01   1.397954e-02
   9.870120e-01   1.298110e-02
   9.880110e-01   1.198266e-02
   9.890100e-01   1.098422e-02
   9.900090e-01   9.985767e-03
   9.910080e-01   8.987312e-03
   9.920070e-01   7.988852e-03
   9.930060e-01   6.990388e-03
   9.940050e-01   5.991918e-03
   9.950040e-01   4.993443e-03
   9.960030e-01   3.994964e-03
   9.970020e-01   2.996480e-03
   9.980010e-01   1.997992e-03
   9.990000e-01   9.994983e-04
