              x              u
   1.228779e-01   5.844780e-01
   1.238769e-01   5.863880e-01
   1.248759e-01   5.882692e-01
   1.258749e-01   5.901217e-01
   1.268739e-01   5.919458e-01
   1.278729e-01   5.937419e-01
   1.288719e-01   5.955103e-01
   1.298709e-01   5.972511e-01
   1.308699e-01   5.989647e-01
   1.318689e-01   6.006513e-01
   1.328679e-01   6.023112e-01
   1.338669e-01   6.039447e-01
   1.348659e-01   6.055520e-01
   1.358649e-01   6.071335e-01
   1.368639e-01   6.086892e-01
   1.378629e-01   6.102196e-01
   1.388619e-01   6.117248e-01
   1.398609e-01   6.132052e-01
   1.408599e-01   6.146609e-01
   1.418589e-01   6.160922e-01
   1.428579e-01   6.174993e-01
   1.438569e-01   6.188825e-01
   1.448559e-01   6.202421e-01
   1.458549e-01   6.215782e-01
   1.468539e-01   6.228911e-01
   1.478529e-01   6.241810e-01
   1.488519e-01   6.254481e-01
   1.498509e-01   6.266927e-01
   1.508498e-01   6.279151e-01
   1.518488e-01   6.291153e-01
   1.528478e-01   6.302937e-01
   1.538468e-01   6.314505e-01
   1.548458e-01   6.325858e-01
   1.558448e-01   6.336999e-01
   1.568438e-01   6.347930e-01
   1.578428e-01   6.358653e-01
   1.588418e-01   6.369170e-01
   1.598408e-01   6.379483e-01
   1.608398e-01   6.389595e-01
   1.618388e-01   6.399506e-01
   1.628378e-01   6.409220e-01
   1.638368e-01   6.418738e-01
   1.648358e-01   6.428062e-01
   1.658348e-01   6.437194e-01
   1.668338e-01   6.446136e-01
   1.678328e-01   6.454890e-01
   1.688318e-01   6.463457e-01
   1.698308e-01   6.471840e-01
   1.708298e-01   6.480041e-01
   1.718288e-01   6.488061e-01
   1.728278e-01   6.495901e-01
   1.738268e-01   6.503564e-01
   1.748258e-01   6.511052e-01
   1.758248e-01   6.518366e-01
   1.768238e-01   6.525509e-01
   1.778228e-01   6.532480e-01
   1.788218e-01   6.539284e-01
   1.798208e-01   6.545920e-01
   1.808198e-01   6.552391e-01
   1.818188e-01   6.558699e-01
   1.828178e-01   6.564844e-01
   1.838168e-01   6.570829e-01
   1.848158e-01   6.576655e-01
   1.858148e-01   6.582324e-01
   1.868138e-01   6.587838e-01
   1.878128e-01   6.593197e-01
   1.888118e-01   6.598404e-01
   1.898108e-01   6.603460e-01
   1.908098e-01   6.608366e-01
   1.918088e-01   6.613124e-01
   1.928078e-01   6.617735e-01
   1.938068e-01   6.622201e-01
   1.948058e-01   6.626524e-01
   1.958048e-01   6.630704e-01
   1.968038e-01   6.634744e-01
   1.978028e-01   6.638644e-01
   1.988018e-01   6.642406e-01
   1.998008e-01   6.646031e-01
   2.007998e-01   6.649521e-01
   2.017988e-01   6.652877e-01
   2.027978e-01   6.656101e-01
   2.037968e-01   6.659193e-01
   2.047958e-01   6.662154e-01
   2.057948e-01   6.664988e-01
   2.067938e-01   6.667693e-01
   2.077928e-01   6.670273e-01
   2.087918e-01   6.672728e-01
   2.097908e-01   6.675058e-01
   2.107898e-01   6.677267e-01
   2.117888e-01   6.679354e-01
   2.127878e-01   6.681321e-01
   2.137868e-01   6.683170e-01
   2.147858e-01   6.684900e-01
   2.157848e-01   6.686514e-01
   2.167838e-01   6.688013e-01
   2.177828e-01   6.689398e-01
   2.187818e-01   6.690669e-01
   2.197808e-01   6.691829e-01
   2.207798e-01   6.692877e-01
   2.217788e-01   6.693816e-01
   2.227778e-01   6.694647e-01
   2.237768e-01   6.695370e-01
   2.247758e-01   6.695986e-01
   2.257748e-01   6.696497e-01
   2.267738e-01   6.696904e-01
   2.277728e-01   6.697207e-01
   2.287718e-01   6.697408e-01
   2.297708e-01   6.697507e-01
   2.307698e-01   6.697507e-01
   2.317688e-01   6.697407e-01
   2.327678e-01   6.697208e-01
   2.337668e-01   6.696913e-01
   2.347658e-01   6.696521e-01
   2.357648e-01   6.696033e-01
   2.367638e-01   6.695452e-01
   2.377628e-01   6.694776e-01
   2.387618e-01   6.694008e-01
   2.397608e-01   6.693149e-01
   2.407598e-01   6.692198e-01
   2.417588e-01   6.691158e-01
   2.427578e-01   6.690029e-01
   2.437568e-01   6.688812e-01
   2.447558e-01   6.687507e-01
   2.457548e-01   6.686117e-01
   2.467538e-01   6.684640e-01
   2.477528e-01   6.683080e-01
   2.487518e-01   6.681435e-01
   2.497508e-01   6.679707e-01
   2.507497e-01   6.677898e-01
   2.517487e-01   6.676007e-01
   2.527477e-01   6.674035e-01
   2.537467e-01   6.671984e-01
   2.547457e-01   6.669854e-01
   2.557447e-01   6.667645e-01
   2.567437e-01   6.665360e-01
   2.577427e-01   6.662998e-01
   2.587417e-01   6.660560e-01
   2.597407e-01   6.658047e-01
   2.607397e-01   6.655459e-01
   2.617387e-01   6.652798e-01
   2.627377e-01   6.650064e-01
   2.637367e-01   6.647259e-01
   2.647357e-01   6.644381e-01
   2.657347e-01   6.641433e-01
   2.667337e-01   6.638415e-01
   2.677327e-01   6.635328e-01
   2.687317e-01   6.632172e-01
   2.697307e-01   6.628948e-01
   2.707297e-01   6.625657e-01
   2.717287e-01   6.622299e-01
   2.727277e-01   6.618875e-01
   2.737267e-01   6.615387e-01
   2.747257e-01   6.611833e-01
   2.757247e-01   6.608216e-01
   2.767237e-01   6.604535e-01
   2.777227e-01   6.600791e-01
   2.787217e-01   6.596986e-01
   2.797207e-01   6.593118e-01
   2.807197e-01   6.589191e-01
   2.817187e-01   6.585202e-01
   2.827177e-01   6.581154e-01
   2.837167e-01   6.577048e-01
   2.847157e-01   6.572882e-01
   2.857147e-01   6.568659e-01
   2.867137e-01   6.564378e-01
   2.877127e-01   6.560041e-01
   2.887117e-01   6.555647e-01
   2.897107e-01   6.551198e-01
   2.907097e-01   6.546694e-01
   2.917087e-01   6.542135e-01
   2.927077e-01   6.537522e-01
   2.937067e-01   6.532856e-01
   2.947057e-01   6.528137e-01
   2.957047e-01   6.523366e-01
   2.967037e-01   6.518542e-01
   2.977027e-01   6.513667e-01
   2.987017e-01   6.508742e-01
   2.997007e-01   6.503766e-01
   3.006997e-01   6.498740e-01
   3.016987e-01   6.493665e-01
   3.026977e-01   6.488541e-01
   3.036967e-01   6.483369e-01
   3.046957e-01   6.478149e-01
   3.056947e-01   6.472881e-01
   3.066937e-01   6.467567e-01
   3.076927e-01   6.462206e-01
   3.086917e-01   6.456799e-01
   3.096907e-01   6.451346e-01
   3.106897e-01   6.445848e-01
   3.116887e-01   6.440306e-01
   3.126877e-01   6.434720e-01
   3.136867e-01   6.429089e-01
   3.146857e-01   6.423416e-01
   3.156847e-01   6.417699e-01
   3.166837e-01   6.411940e-01
   3.176827e-01   6.406139e-01
   3.186817e-01   6.400296e-01
   3.196807e-01   6.394413e-01
   3.206797e-01   6.388488e-01
   3.216787e-01   6.382523e-01
   3.226777e-01   6.376518e-01
   3.236767e-01   6.370473e-01
   3.246757e-01   6.364389e-01
   3.256747e-01   6.358266e-01
   3.266737e-01   6.352105e-01
   3.276727e-01   6.345906e-01
   3.286717e-01   6.339669e-01
   3.296707e-01   6.333395e-01
   3.306697e-01   6.327083e-01
   3.316687e-01   6.320736e-01
   3.326677e-01   6.314352e-01
   3.336667e-01   6.307932e-01
   3.346657e-01   6.301477e-01
   3.356647e-01   6.294986e-01
   3.366637e-01   6.288461e-01
   3.376627e-01   6.281902e-01
   3.386617e-01   6.275308e-01
   3.396607e-01   6.268680e-01
   3.406597e-01   6.262020e-01
   3.416587e-01   6.255326e-01
   3.426577e-01   6.248599e-01
   3.436567e-01   6.241840e-01
   3.446557e-01   6.235049e-01
   3.456547e-01   6.228225e-01
   3.466537e-01   6.221371e-01
   3.476527e-01   6.214485e-01
   3.486517e-01   6.207569e-01
   3.496507e-01   6.200622e-01
   3.506496e-01   6.193644e-01
   3.516486e-01   6.186637e-01
   3.526476e-01   6.179600e-01
   3.536466e-01   6.172534e-01
   3.546456e-01   6.165438e-01
   3.556446e-01   6.158314e-01
   3.566436e-01   6.151162e-01
   3.576426e-01   6.143981e-01
   3.586416e-01   6.136772e-01
   3.596406e-01   6.129536e-01
   3.606396e-01   6.122272e-01
   3.616386e-01   6.114981e-01
   3.626376e-01   6.107664e-01
   3.636366e-01   6.100320e-01
   3.646356e-01   6.092949e-01
   3.656346e-01   6.085553e-01
   3.666336e-01   6.078130e-01
   3.676326e-01   6.070683e-01
   3.686316e-01   6.063209e-01
   3.696306e-01   6.055711e-01
   3.706296e-01   6.048188e-01
   3.716286e-01   6.040641e-01
   3.726276e-01   6.033069e-01
   3.736266e-01   6.025474e-01
   3.746256e-01   6.017854e-01
   3.756246e-01   6.010211e-01
   3.766236e-01   6.002545e-01
   3.776226e-01   5.994855e-01
   3.786216e-01   5.987143e-01
   3.796206e-01   5.979408e-01
   3.806196e-01   5.971651e-01
   3.816186e-01   5.963871e-01
   3.826176e-01   5.956070e-01
   3.836166e-01   5.948246e-01
   3.846156e-01   5.940402e-01
   3.856146e-01   5.932535e-01
   3.866136e-01   5.924648e-01
   3.876126e-01   5.916740e-01
   3.886116e-01   5.908811e-01
   3.896106e-01   5.900862e-01
   3.906096e-01   5.892892e-01
   3.916086e-01   5.884903e-01
   3.926076e-01   5.876893e-01
   3.936066e-01   5.868864e-01
   3.946056e-01   5.860815e-01
   3.956046e-01   5.852747e-01
   3.966036e-01   5.844660e-01
   3.976026e-01   5.836554e-01
   3.986016e-01   5.828429e-01
   3.996006e-01   5.820286e-01
   4.005996e-01   5.812124e-01
   4.015986e-01   5.803945e-01
   4.025976e-01   5.795747e-01
   4.035966e-01   5.787531e-01
   4.045956e-01   5.779298e-01
   4.055946e-01   5.771047e-01
   4.065936e-01   5.762779e-01
   4.075926e-01   5.754494e-01
   4.085916e-01   5.746192e-01
   4.095906e-01   5.737873e-01
   4.105896e-01   5.729538e-01
   4.115886e-01   5.721186e-01
   4.125876e-01   5.712818e-01
   4.135866e-01   5.704434e-01
   4.145856e-01   5.696034e-01
   4.155846e-01   5.687618e-01
   4.165836e-01   5.679186e-01
   4.175826e-01   5.670739e-01
   4.185816e-01   5.662276e-01
   4.195806e-01   5.653799e-01
   4.205796e-01   5.645306e-01
   4.215786e-01   5.636798e-01
   4.225776e-01   5.628276e-01
   4.235766e-01   5.619739e-01
   4.245756e-01   5.611188e-01
   4.255746e-01   5.602622e-01
   4.265736e-01   5.594043e-01
   4.275726e-01   5.585449e-01
   4.285716e-01   5.576841e-01
   4.295706e-01   5.568220e-01
   4.305696e-01   5.559585e-01
   4.315686e-01   5.550936e-01
   4.325676e-01   5.542275e-01
   4.335666e-01   5.533600e-01
   4.345656e-01   5.524912e-01
   4.355646e-01   5.516211e-01
   4.365636e-01   5.507497e-01
   4.375626e-01   5.498770e-01
   4.385616e-01   5.490031e-01
   4.395606e-01   5.481280e-01
   4.405596e-01   5.472516e-01
   4.415586e-01   5.463740e-01
   4.425576e-01   5.454952e-01
   4.435566e-01   5.446152e-01
   4.445556e-01   5.437340e-01
   4.455546e-01   5.428517e-01
   4.465536e-01   5.419682e-01
   4.475526e-01   5.410835e-01
   4.485516e-01   5.401977e-01
   4.495506e-01   5.393108e-01
   4.505495e-01   5.384228e-01
   4.515485e-01   5.375337e-01
   4.525475e-01   5.366434e-01
   4.535465e-01   5.357521e-01
   4.545455e-01   5.348598e-01
   4.555445e-01   5.339663e-01
   4.565435e-01   5.330718e-01
   4.575425e-01   5.321763e-01
   4.585415e-01   5.312798e-01
   4.595405e-01   5.303822e-01
   4.605395e-01   5.294836e-01
   4.615385e-01   5.285840e-01
   4.625375e-01   5.276835e-01
   4.635365e-01   5.267819e-01
   4.645355e-01   5.258794e-01
   4.655345e-01   5.249760e-01
   4.665335e-01   5.240716e-01
   4.675325e-01   5.231662e-01
   4.685315e-01   5.222599e-01
   4.695305e-01   5.213527e-01
   4.705295e-01   5.204446e-01
   4.715285e-01   5.195356e-01
   4.725275e-01   5.186257e-01
   4.735265e-01   5.177149e-01
   4.745255e-01   5.168032e-01
   4.755245e-01   5.158906e-01
   4.765235e-01   5.149772e-01
   4.775225e-01   5.140630e-01
   4.785215e-01   5.131479e-01
   4.795205e-01   5.122319e-01
   4.805195e-01   5.113152e-01
   4.815185e-01   5.103976e-01
   4.825175e-01   5.094792e-01
   4.835165e-01   5.085601e-01
   4.845155e-01   5.076401e-01
   4.855145e-01   5.067193e-01
   4.865135e-01   5.057978e-01
   4.875125e-01   5.048755e-01
   4.885115e-01   5.039524e-01
   4.895105e-01   5.030286e-01
   4.905095e-01   5.021040e-01
   4.915085e-01   5.011787e-01
   4.925075e-01   5.002527e-01
   4.935065e-01   4.993259e-01
   4.945055e-01   4.983984e-01
   4.955045e-01   4.974702e-01
   4.965035e-01   4.965413e-01
   4.975025e-01   4.956117e-01
   4.985015e-01   4.946815e-01
   4.995005e-01   4.937505e-01
   5.004995e-01   4.928188e-01
   5.014985e-01   4.918865e-01
   5.024975e-01   4.909536e-01
   5.034965e-01   4.900199e-01
   5.044955e-01   4.890857e-01
   5.054945e-01   4.881507e-01
   5.064935e-01   4.872152e-01
   5.074925e-01   4.862790e-01
   5.084915e-01   4.853422e-01
   5.094905e-01   4.844048e-01
   5.104895e-01   4.834667e-01
   5.114885e-01   4.825281e-01
   5.124875e-01   4.815888e-01
   5.134865e-01   4.806490e-01
   5.144855e-01   4.797086e-01
   5.154845e-01   4.787675e-01
   5.164835e-01   4.778260e-01
   5.174825e-01   4.768838e-01
   5.184815e-01   4.759411e-01
   5.194805e-01   4.749978e-01
   5.204795e-01   4.740540e-01
   5.214785e-01   4.731096e-01
   5.224775e-01   4.721647e-01
   5.234765e-01   4.712192e-01
   5.244755e-01   4.702732e-01
   5.254745e-01   4.693267e-01
   5.264735e-01   4.683797e-01
   5.274725e-01   4.674321e-01
   5.284715e-01   4.664840e-01
   5.294705e-01   4.655355e-01
   5.304695e-01   4.645864e-01
   5.314685e-01   4.636368e-01
   5.324675e-01   4.626868e-01
   5.334665e-01   4.617362e-01
   5.344655e-01   4.607852e-01
   5.354645e-01   4.598337e-01
   5.364635e-01   4.588817e-01
   5.374625e-01   4.579293e-01
   5.384615e-01   4.569764e-01
   5.394605e-01   4.560230e-01
   5.404595e-01   4.550692e-01
   5.414585e-01   4.541149e-01
   5.424575e-01   4.531602e-01
   5.434565e-01   4.522051e-01
   5.444555e-01   4.512495e-01
   5.454545e-01   4.502935e-01
   5.464535e-01   4.493370e-01
   5.474525e-01   4.483802e-01
   5.484515e-01   4.474229e-01
   5.494505e-01   4.464652e-01
   5.504494e-01   4.455071e-01
   5.514484e-01   4.445486e-01
   5.524474e-01   4.435897e-01
   5.534464e-01   4.426304e-01
   5.544454e-01   4.416707e-01
   5.554444e-01   4.407106e-01
   5.564434e-01   4.397501e-01
   5.574424e-01   4.387892e-01
   5.584414e-01   4.378280e-01
   5.594404e-01   4.368663e-01
   5.604394e-01   4.359044e-01
   5.614384e-01   4.349420e-01
   5.624374e-01   4.339793e-01
   5.634364e-01   4.330162e-01
   5.644354e-01   4.320528e-01
   5.654344e-01   4.310890e-01
   5.664334e-01   4.301248e-01
   5.674324e-01   4.291603e-01
   5.684314e-01   4.281955e-01
   5.694304e-01   4.272303e-01
   5.704294e-01   4.262648e-01
   5.714284e-01   4.252990e-01
   5.724274e-01   4.243328e-01
   5.734264e-01   4.233663e-01
   5.744254e-01   4.223995e-01
   5.754244e-01   4.214324e-01
   5.764234e-01   4.204649e-01
   5.774224e-01   4.194972e-01
   5.784214e-01   4.185291e-01
   5.794204e-01   4.175607e-01
   5.804194e-01   4.165920e-01
   5.814184e-01   4.156231e-01
   5.824174e-01   4.146538e-01
   5.834164e-01   4.136842e-01
   5.844154e-01   4.127143e-01
   5.854144e-01   4.117442e-01
   5.864134e-01   4.107737e-01
   5.874124e-01   4.098030e-01
   5.884114e-01   4.088320e-01
   5.894104e-01   4.078607e-01
   5.904094e-01   4.068891e-01
   5.914084e-01   4.059173e-01
   5.924074e-01   4.049452e-01
   5.934064e-01   4.039728e-01
   5.944054e-01   4.030002e-01
   5.954044e-01   4.020273e-01
   5.964034e-01   4.010541e-01
   5.974024e-01   4.000807e-01
   5.984014e-01   3.991071e-01
   5.994004e-01   3.981332e-01
   6.003994e-01   3.971590e-01
   6.013984e-01   3.961846e-01
   6.023974e-01   3.952099e-01
   6.033964e-01   3.942350e-01
   6.043954e-01   3.932599e-01
   6.053944e-01   3.922845e-01
   6.063934e-01   3.913089e-01
   6.073924e-01   3.903331e-01
   6.083914e-01   3.893570e-01
   6.093904e-01   3.883807e-01
   6.103894e-01   3.874042e-01
   6.113884e-01   3.864274e-01
   6.123874e-01   3.854505e-01
   6.133864e-01   3.844733e-01
   6.143854e-01   3.834959e-01
   6.153844e-01   3.825183e-01
   6.163834e-01   3.815404e-01
   6.173824e-01   3.805624e-01
   6.183814e-01   3.795841e-01
   6.193804e-01   3.786057e-01
   6.203794e-01   3.776270e-01
   6.213784e-01   3.766482e-01
   6.223774e-01   3.756691e-01
   6.233764e-01   3.746899e-01
   6.243754e-01   3.737104e-01
   6.253744e-01   3.727308e-01
   6.263734e-01   3.717509e-01
   6.273724e-01   3.707709e-01
   6.283714e-01   3.697907e-01
   6.293704e-01   3.688103e-01
   6.303694e-01   3.678297e-01
   6.313684e-01   3.668489e-01
   6.323674e-01   3.658680e-01
   6.333664e-01   3.648869e-01
   6.343654e-01   3.639056e-01
   6.353644e-01   3.629241e-01
   6.363634e-01   3.619424e-01
   6.373624e-01   3.609606e-01
   6.383614e-01   3.599786e-01
   6.393604e-01   3.589964e-01
   6.403594e-01   3.580141e-01
   6.413584e-01   3.570316e-01
   6.423574e-01   3.560490e-01
   6.433564e-01   3.550661e-01
   6.443554e-01   3.540832e-01
   6.453544e-01   3.531000e-01
   6.463534e-01   3.521167e-01
   6.473524e-01   3.511333e-01
   6.483514e-01   3.501497e-01
   6.493504e-01   3.491659e-01
   6.503493e-01   3.481820e-01
   6.513483e-01   3.471979e-01
   6.523473e-01   3.462137e-01
   6.533463e-01   3.452294e-01
   6.543453e-01   3.442449e-01
   6.553443e-01   3.432602e-01
   6.563433e-01   3.422754e-01
   6.573423e-01   3.412905e-01
   6.583413e-01   3.403054e-01
   6.593403e-01   3.393202e-01
   6.603393e-01   3.383349e-01
   6.613383e-01   3.373494e-01
   6.623373e-01   3.363638e-01
   6.633363e-01   3.353780e-01
   6.643353e-01   3.343922e-01
   6.653343e-01   3.334062e-01
   6.663333e-01   3.324200e-01
   6.673323e-01   3.314338e-01
   6.683313e-01   3.304474e-01
   6.693303e-01   3.294609e-01
   6.703293e-01   3.284742e-01
   6.713283e-01   3.274875e-01
   6.723273e-01   3.265006e-01
   6.733263e-01   3.255136e-01
   6.743253e-01   3.245265e-01
   6.753243e-01   3.235392e-01
   6.763233e-01   3.225519e-01
   6.773223e-01   3.215644e-01
   6.783213e-01   3.205768e-01
   6.793203e-01   3.195891e-01
   6.803193e-01   3.186013e-01
   6.813183e-01   3.176134e-01
   6.823173e-01   3.166254e-01
   6.833163e-01   3.156373e-01
   6.843153e-01   3.146490e-01
   6.853143e-01   3.136607e-01
   6.863133e-01   3.126722e-01
   6.873123e-01   3.116837e-01
   6.883113e-01   3.106950e-01
   6.893103e-01   3.097062e-01
   6.903093e-01   3.087174e-01
   6.913083e-01   3.077284e-01
   6.923073e-01   3.067393e-01
   6.933063e-01   3.057502e-01
   6.943053e-01   3.047609e-01
   6.953043e-01   3.037715e-01
   6.963033e-01   3.027821e-01
   6.973023e-01   3.017925e-01
   6.983013e-01   3.008029e-01
   6.993003e-01   2.998132e-01
   7.002993e-01   2.988233e-01
   7.012983e-01   2.978334e-01
   7.022973e-01   2.968434e-01
   7.032963e-01   2.958533e-01
   7.042953e-01   2.948631e-01
   7.052943e-01   2.938729e-01
   7.062933e-01   2.928825e-01
   7.072923e-01   2.918921e-01
   7.082913e-01   2.909015e-01
   7.092903e-01   2.899109e-01
   7.102893e-01   2.889202e-01
   7.112883e-01   2.879295e-01
   7.122873e-01   2.869386e-01
   7.132863e-01   2.859477e-01
   7.142853e-01   2.849566e-01
   7.152843e-01   2.839656e-01
   7.162833e-01   2.829744e-01
   7.172823e-01   2.819831e-01
   7.182813e-01   2.809918e-01
   7.192803e-01   2.800004e-01
   7.202793e-01   2.790089e-01
   7.212783e-01   2.780174e-01
   7.222773e-01   2.770257e-01
   7.232763e-01   2.760340e-01
   7.242753e-01   2.750423e-01
   7.252743e-01   2.740504e-01
   7.262733e-01   2.730585e-01
   7.272723e-01   2.720665e-01
   7.282713e-01   2.710745e-01
   7.292703e-01   2.700824e-01
   7.302693e-01   2.690902e-01
   7.312683e-01   2.680979e-01
   7.322673e-01   2.671056e-01
   7.332663e-01   2.661132e-01
   7.342653e-01   2.651207e-01
   7.352643e-01   2.641282e-01
   7.362633e-01   2.631356e-01
   7.372623e-01   2.621430e-01
   7.382613e-01   2.611503e-01
   7.392603e-01   2.601575e-01
   7.402593e-01   2.591647e-01
   7.412583e-01   2.581718e-01
   7.422573e-01   2.571788e-01
   7.432563e-01   2.561858e-01
   7.442553e-01   2.551927e-01
   7.452543e-01   2.541996e-01
   7.462533e-01   2.532064e-01
   7.472523e-01   2.522132e-01
   7.482513e-01   2.512199e-01
   7.492503e-01   2.502265e-01
   7.502492e-01   2.492331e-01
   7.512482e-01   2.482396e-01
   7.522472e-01   2.472461e-01
   7.532462e-01   2.462525e-01
   7.542452e-01   2.452589e-01
   7.552442e-01   2.442652e-01
   7.562432e-01   2.432715e-01
   7.572422e-01   2.422777e-01
   7.582412e-01   2.412839e-01
   7.592402e-01   2.402900e-01
   7.602392e-01   2.392960e-01
   7.612382e-01   2.383020e-01
   7.622372e-01   2.373080e-01
   7.632362e-01   2.363139e-01
   7.642352e-01   2.353198e-01
   7.652342e-01   2.343256e-01
   7.662332e-01   2.333313e-01
   7.672322e-01   2.323371e-01
   7.682312e-01   2.313427e-01
   7.692302e-01   2.303484e-01
   7.702292e-01   2.293539e-01
   7.712282e-01   2.283595e-01
   7.722272e-01   2.273650e-01
   7.732262e-01   2.263704e-01
   7.742252e-01   2.253758e-01
   7.752242e-01   2.243812e-01
   7.762232e-01   2.233865e-01
   7.772222e-01   2.223918e-01
   7.782212e-01   2.213970e-01
   7.792202e-01   2.204022e-01
   7.802192e-01   2.194074e-01
   7.812182e-01   2.184125e-01
   7.822172e-01   2.174175e-01
   7.832162e-01   2.164226e-01
   7.842152e-01   2.154276e-01
   7.852142e-01   2.144325e-01
   7.862132e-01   2.134374e-01
   7.872122e-01   2.124423e-01
   7.882112e-01   2.114471e-01
   7.892102e-01   2.104519e-01
   7.902092e-01   2.094567e-01
   7.912082e-01   2.084614e-01
   7.922072e-01   2.074661e-01
   7.932062e-01   2.064708e-01
   7.942052e-01   2.054754e-01
   7.952042e-01   2.044800e-01
   7.962032e-01   2.034845e-01
   7.972022e-01   2.024890e-01
   7.982012e-01   2.014935e-01
   7.992002e-01   2.004979e-01
   8.001992e-01   1.995023e-01
   8.011982e-01   1.985067e-01
   8.021972e-01   1.975111e-01
   8.031962e-01   1.965154e-01
   8.041952e-01   1.955196e-01
   8.051942e-01   1.945239e-01
   8.061932e-01   1.935281e-01
   8.071922e-01   1.925323e-01
   8.081912e-01   1.915364e-01
   8.091902e-01   1.905405e-01
   8.101892e-01   1.895446e-01
   8.111882e-01   1.885487e-01
   8.121872e-01   1.875527e-01
   8.131862e-01   1.865567e-01
   8.141852e-01   1.855607e-01
   8.151842e-01   1.845646e-01
   8.161832e-01   1.835685e-01
   8.171822e-01   1.825724e-01
   8.181812e-01   1.815763e-01
   8.191802e-01   1.805801e-01
   8.201792e-01   1.795839e-01
   8.211782e-01   1.785877e-01
