              x              u
   1.000000e-01   5.321251e-01
   1.888889e-01   6.598799e-01
   2.777778e-01   6.600583e-01
   3.666667e-01   6.077884e-01
   4.555556e-01   5.339565e-01
   5.444444e-01   4.512600e-01
   6.333333e-01   3.649193e-01
   7.222222e-01   2.770804e-01
   8.111111e-01   1.886255e-01
   9.000000e-01   9.991745e-02
