              x              v
              0  0.00090032459
     0.00010001   0.0017996492
     0.00020002   0.0026979748
     0.00030003   0.0035953024
     0.00040004   0.0044916329
  0.00050005001   0.0053869675
  0.00060006001   0.0062813071
  0.00070007001   0.0071746526
  0.00080008001   0.0080670051
  0.00090009001   0.0089583656
      0.0010001   0.0098487351
     0.00110011    0.010738114
     0.00120012    0.011626505
     0.00130013    0.012513907
     0.00140014    0.013400322
     0.00150015    0.014285751
     0.00160016    0.015170195
     0.00170017    0.016053655
     0.00180018    0.016936132
     0.00190019    0.017817627
      0.0020002     0.01869814
     0.00210021    0.019577673
     0.00220022    0.020456227
     0.00230023    0.021333803
     0.00240024    0.022210401
     0.00250025    0.023086023
     0.00260026     0.02396067
     0.00270027    0.024834343
     0.00280028    0.025707042
     0.00290029    0.026578769
      0.0030003    0.027449524
     0.00310031    0.028319309
     0.00320032    0.029188125
     0.00330033    0.030055972
     0.00340034    0.030922851
     0.00350035    0.031788764
     0.00360036    0.032653711
     0.00370037    0.033517694
     0.00380038    0.034380713
     0.00390039    0.035242769
      0.0040004    0.036103863
     0.00410041    0.036963997
     0.00420042    0.037823171
     0.00430043    0.038681386
     0.00440044    0.039538643
     0.00450045    0.040394943
     0.00460046    0.041250288
     0.00470047    0.042104677
     0.00480048    0.042958112
     0.00490049    0.043810594
   0.0050005001    0.044662123
   0.0051005101    0.045512702
   0.0052005201     0.04636233
   0.0053005301    0.047211009
   0.0054005401     0.04805874
   0.0055005501    0.048905523
   0.0056005601    0.049751359
   0.0057005701     0.05059625
   0.0058005801    0.051440197
   0.0059005901      0.0522832
   0.0060006001     0.05312526
   0.0061006101    0.053966378
   0.0062006201    0.054806556
   0.0063006301    0.055645794
   0.0064006401    0.056484093
   0.0065006501    0.057321453
   0.0066006601    0.058157877
   0.0067006701    0.058993365
   0.0068006801    0.059827917
   0.0069006901    0.060661535
   0.0070007001     0.06149422
   0.0071007101    0.062325972
   0.0072007201    0.063156793
   0.0073007301    0.063986684
   0.0074007401    0.064815645
   0.0075007501    0.065643677
   0.0076007601    0.066470781
   0.0077007701    0.067296959
   0.0078007801    0.068122211
   0.0079007901    0.068946538
   0.0080008001    0.069769941
   0.0081008101     0.07059242
   0.0082008201    0.071413978
   0.0083008301    0.072234614
   0.0084008401     0.07305433
   0.0085008501    0.073873126
   0.0086008601    0.074691004
   0.0087008701    0.075507965
   0.0088008801    0.076324008
   0.0089008901    0.077139136
   0.0090009001    0.077953349
   0.0091009101    0.078766649
   0.0092009201    0.079579035
   0.0093009301    0.080390509
   0.0094009401    0.081201072
   0.0095009501    0.082010724
   0.0096009601    0.082819468
   0.0097009701    0.083627302
   0.0098009801     0.08443423
   0.0099009901     0.08524025
       0.010001    0.086045365
     0.01010101    0.086849575
     0.01020102    0.087652881
     0.01030103    0.088455284
     0.01040104    0.089256785
     0.01050105    0.090057385
     0.01060106    0.090857085
     0.01070107    0.091655885
     0.01080108    0.092453786
     0.01090109     0.09325079
      0.0110011    0.094046897
     0.01110111    0.094842109
     0.01120112    0.095636425
     0.01130113    0.096429848
     0.01140114    0.097222377
     0.01150115    0.098014014
     0.01160116    0.098804759
     0.01170117    0.099594615
     0.01180118     0.10038358
     0.01190119     0.10117166
      0.0120012     0.10195885
     0.01210121     0.10274515
     0.01220122     0.10353056
     0.01230123      0.1043151
     0.01240124     0.10509874
     0.01250125     0.10588151
     0.01260126     0.10666339
     0.01270127     0.10744439
     0.01280128     0.10822451
     0.01290129     0.10900374
      0.0130013      0.1097821
     0.01310131     0.11055959
     0.01320132     0.11133619
     0.01330133     0.11211192
     0.01340134     0.11288677
     0.01350135     0.11366075
     0.01360136     0.11443385
     0.01370137     0.11520609
     0.01380138     0.11597744
     0.01390139     0.11674793
      0.0140014     0.11751755
     0.01410141      0.1182863
     0.01420142     0.11905418
     0.01430143     0.11982119
     0.01440144     0.12058734
     0.01450145     0.12135262
     0.01460146     0.12211704
     0.01470147     0.12288059
     0.01480148     0.12364328
     0.01490149      0.1244051
      0.0150015     0.12516606
     0.01510151     0.12592617
     0.01520152     0.12668541
     0.01530153      0.1274438
     0.01540154     0.12820132
     0.01550155     0.12895799
     0.01560156      0.1297138
     0.01570157     0.13046876
     0.01580158     0.13122286
     0.01590159     0.13197611
      0.0160016     0.13272851
     0.01610161     0.13348005
     0.01620162     0.13423074
     0.01630163     0.13498058
     0.01640164     0.13572958
     0.01650165     0.13647772
     0.01660166     0.13722502
     0.01670167     0.13797146
     0.01680168     0.13871707
     0.01690169     0.13946182
      0.0170017     0.14020574
     0.01710171     0.14094881
     0.01720172     0.14169103
     0.01730173     0.14243242
     0.01740174     0.14317296
     0.01750175     0.14391266
     0.01760176     0.14465152
     0.01770177     0.14538955
     0.01780178     0.14612674
     0.01790179     0.14686309
      0.0180018      0.1475986
     0.01810181     0.14833328
     0.01820182     0.14906712
     0.01830183     0.14980013
     0.01840184     0.15053231
     0.01850185     0.15126366
     0.01860186     0.15199417
     0.01870187     0.15272386
     0.01880188     0.15345271
     0.01890189     0.15418074
      0.0190019     0.15490794
     0.01910191     0.15563431
     0.01920192     0.15635985
     0.01930193     0.15708457
     0.01940194     0.15780847
     0.01950195     0.15853154
     0.01960196     0.15925379
     0.01970197     0.15997522
     0.01980198     0.16069583
     0.01990199     0.16141561
       0.020002     0.16213458
     0.02010201     0.16285273
     0.02020202     0.16357006
     0.02030203     0.16428657
     0.02040204     0.16500227
     0.02050205     0.16571715
     0.02060206     0.16643121
     0.02070207     0.16714447
     0.02080208      0.1678569
     0.02090209     0.16856853
      0.0210021     0.16927935
     0.02110211     0.16998935
     0.02120212     0.17069855
     0.02130213     0.17140694
     0.02140214     0.17211451
     0.02150215     0.17282129
     0.02160216     0.17352725
     0.02170217     0.17423241
     0.02180218     0.17493676
     0.02190219     0.17564031
      0.0220022     0.17634306
     0.02210221       0.177045
     0.02220222     0.17774615
     0.02230223     0.17844649
     0.02240224     0.17914603
     0.02250225     0.17984477
     0.02260226     0.18054272
     0.02270227     0.18123986
     0.02280228     0.18193621
     0.02290229     0.18263176
      0.0230023     0.18332652
     0.02310231     0.18402049
     0.02320232     0.18471366
     0.02330233     0.18540603
     0.02340234     0.18609762
     0.02350235     0.18678841
     0.02360236     0.18747841
     0.02370237     0.18816762
     0.02380238     0.18885605
     0.02390239     0.18954368
      0.0240024     0.19023053
     0.02410241     0.19091659
     0.02420242     0.19160187
     0.02430243     0.19228636
     0.02440244     0.19297007
     0.02450245     0.19365299
     0.02460246     0.19433513
     0.02470247     0.19501649
     0.02480248     0.19569707
     0.02490249     0.19637686
      0.0250025     0.19705588
     0.02510251     0.19773412
     0.02520252     0.19841158
     0.02530253     0.19908826
     0.02540254     0.19976417
     0.02550255      0.2004393
     0.02560256     0.20111366
     0.02570257     0.20178724
     0.02580258     0.20246005
     0.02590259     0.20313208
      0.0260026     0.20380335
     0.02610261     0.20447384
     0.02620262     0.20514357
     0.02630263     0.20581252
     0.02640264      0.2064807
     0.02650265     0.20714812
     0.02660266     0.20781477
     0.02670267     0.20848065
     0.02680268     0.20914577
     0.02690269     0.20981013
      0.0270027     0.21047371
     0.02710271     0.21113654
     0.02720272      0.2117986
     0.02730273      0.2124599
     0.02740274     0.21312044
     0.02750275     0.21378022
     0.02760276     0.21443924
     0.02770277      0.2150975
     0.02780278     0.21575501
     0.02790279     0.21641175
      0.0280028     0.21706774
     0.02810281     0.21772298
     0.02820282     0.21837746
     0.02830283     0.21903118
     0.02840284     0.21968415
     0.02850285     0.22033637
     0.02860286     0.22098784
     0.02870287     0.22163855
     0.02880288     0.22228851
     0.02890289     0.22293773
      0.0290029      0.2235862
     0.02910291     0.22423391
     0.02920292     0.22488088
     0.02930293     0.22552711
     0.02940294     0.22617258
     0.02950295     0.22681732
     0.02960296      0.2274613
     0.02970297     0.22810455
     0.02980298     0.22874705
     0.02990299     0.22938881
       0.030003     0.23002982
     0.03010301      0.2306701
     0.03020302     0.23130963
     0.03030303     0.23194843
     0.03040304     0.23258649
     0.03050305     0.23322381
     0.03060306     0.23386039
     0.03070307     0.23449624
     0.03080308     0.23513135
     0.03090309     0.23576573
      0.0310031     0.23639937
     0.03110311     0.23703228
     0.03120312     0.23766445
     0.03130313      0.2382959
     0.03140314     0.23892661
     0.03150315     0.23955659
     0.03160316     0.24018585
     0.03170317     0.24081437
     0.03180318     0.24144216
     0.03190319     0.24206923
      0.0320032     0.24269557
     0.03210321     0.24332119
     0.03220322     0.24394608
     0.03230323     0.24457024
     0.03240324     0.24519368
     0.03250325      0.2458164
     0.03260326     0.24643839
     0.03270327     0.24705967
     0.03280328     0.24768022
     0.03290329     0.24830005
      0.0330033     0.24891916
     0.03310331     0.24953756
     0.03320332     0.25015523
     0.03330333     0.25077219
     0.03340334     0.25138843
     0.03350335     0.25200396
     0.03360336     0.25261877
     0.03370337     0.25323286
     0.03380338     0.25384624
     0.03390339     0.25445891
      0.0340034     0.25507086
     0.03410341     0.25568211
     0.03420342     0.25629264
     0.03430343     0.25690246
     0.03440344     0.25751158
     0.03450345     0.25811998
     0.03460346     0.25872767
     0.03470347     0.25933466
     0.03480348     0.25994094
     0.03490349     0.26054652
      0.0350035     0.26115139
     0.03510351     0.26175555
     0.03520352     0.26235902
     0.03530353     0.26296177
     0.03540354     0.26356383
     0.03550355     0.26416518
     0.03560356     0.26476584
     0.03570357     0.26536579
     0.03580358     0.26596504
     0.03590359     0.26656359
      0.0360036     0.26716145
     0.03610361      0.2677586
     0.03620362     0.26835506
     0.03630363     0.26895083
     0.03640364      0.2695459
     0.03650365     0.27014027
     0.03660366     0.27073395
     0.03670367     0.27132694
     0.03680368     0.27191923
     0.03690369     0.27251083
      0.0370037     0.27310174
     0.03710371     0.27369196
     0.03720372     0.27428149
     0.03730373     0.27487033
     0.03740374     0.27545848
     0.03750375     0.27604594
     0.03760376     0.27663272
     0.03770377     0.27721881
     0.03780378     0.27780421
     0.03790379     0.27838893
      0.0380038     0.27897296
     0.03810381     0.27955631
     0.03820382     0.28013898
     0.03830383     0.28072096
     0.03840384     0.28130226
     0.03850385     0.28188288
     0.03860386     0.28246283
     0.03870387     0.28304209
     0.03880388     0.28362067
     0.03890389     0.28419857
      0.0390039      0.2847758
     0.03910391     0.28535235
     0.03920392     0.28592822
     0.03930393     0.28650342
     0.03940394     0.28707794
     0.03950395     0.28765178
     0.03960396     0.28822496
     0.03970397     0.28879746
     0.03980398     0.28936929
     0.03990399     0.28994044
       0.040004     0.29051093
     0.04010401     0.29108075
     0.04020402     0.29164989
     0.04030403     0.29221837
     0.04040404     0.29278618
     0.04050405     0.29335332
     0.04060406     0.29391979
     0.04070407      0.2944856
     0.04080408     0.29505074
     0.04090409     0.29561522
      0.0410041     0.29617903
     0.04110411     0.29674218
     0.04120412     0.29730467
     0.04130413     0.29786649
     0.04140414     0.29842766
     0.04150415     0.29898816
     0.04160416       0.299548
     0.04170417     0.30010718
     0.04180418      0.3006657
     0.04190419     0.30122357
      0.0420042     0.30178077
     0.04210421     0.30233732
     0.04220422     0.30289322
     0.04230423     0.30344845
     0.04240424     0.30400304
     0.04250425     0.30455697
     0.04260426     0.30511024
     0.04270427     0.30566286
     0.04280428     0.30621483
     0.04290429     0.30676615
      0.0430043     0.30731681
     0.04310431     0.30786683
     0.04320432     0.30841619
     0.04330433     0.30896491
     0.04340434     0.30951298
     0.04350435      0.3100604
     0.04360436     0.31060717
     0.04370437      0.3111533
     0.04380438     0.31169878
     0.04390439     0.31224361
      0.0440044      0.3127878
     0.04410441     0.31333135
     0.04420442     0.31387425
     0.04430443     0.31441651
     0.04440444     0.31495813
     0.04450445     0.31549911
     0.04460446     0.31603944
     0.04470447     0.31657914
     0.04480448     0.31711819
     0.04490449     0.31765661
      0.0450045     0.31819439
     0.04510451     0.31873153
     0.04520452     0.31926804
     0.04530453      0.3198039
     0.04540454     0.32033914
     0.04550455     0.32087373
     0.04560456      0.3214077
     0.04570457     0.32194103
     0.04580458     0.32247372
     0.04590459     0.32300579
      0.0460046     0.32353722
     0.04610461     0.32406802
     0.04620462     0.32459819
     0.04630463     0.32512773
     0.04640464     0.32565664
     0.04650465     0.32618492
     0.04660466     0.32671257
     0.04670467      0.3272396
     0.04680468       0.327766
     0.04690469     0.32829177
      0.0470047     0.32881692
     0.04710471     0.32934144
     0.04720472     0.32986534
     0.04730473     0.33038861
     0.04740474     0.33091127
     0.04750475     0.33143329
     0.04760476      0.3319547
     0.04770477     0.33247549
     0.04780478     0.33299565
     0.04790479      0.3335152
      0.0480048     0.33403412
     0.04810481     0.33455243
     0.04820482     0.33507012
     0.04830483     0.33558719
     0.04840484     0.33610364
     0.04850485     0.33661948
     0.04860486      0.3371347
     0.04870487     0.33764931
     0.04880488     0.33816331
     0.04890489     0.33867668
      0.0490049     0.33918945
     0.04910491      0.3397016
     0.04920492     0.34021315
     0.04930493     0.34072408
     0.04940494     0.34123439
     0.04950495      0.3417441
     0.04960496      0.3422532
     0.04970497     0.34276169
     0.04980498     0.34326958
     0.04990499     0.34377685
    0.050005001     0.34428352
    0.050105011     0.34478958
    0.050205021     0.34529503
    0.050305031     0.34579988
    0.050405041     0.34630413
    0.050505051     0.34680777
    0.050605061     0.34731081
    0.050705071     0.34781324
    0.050805081     0.34831507
    0.050905091     0.34881631
    0.051005101     0.34931694
    0.051105111     0.34981696
    0.051205121     0.35031639
    0.051305131     0.35081522
    0.051405141     0.35131346
    0.051505151     0.35181109
    0.051605161     0.35230812
    0.051705171     0.35280456
    0.051805181     0.35330041
    0.051905191     0.35379565
    0.052005201     0.35429031
    0.052105211     0.35478436
    0.052205221     0.35527783
    0.052305231      0.3557707
    0.052405241     0.35626297
    0.052505251     0.35675466
    0.052605261     0.35724575
    0.052705271     0.35773626
    0.052805281     0.35822617
    0.052905291     0.35871549
    0.053005301     0.35920423
    0.053105311     0.35969237
    0.053205321     0.36017993
    0.053305331      0.3606669
    0.053405341     0.36115328
    0.053505351     0.36163908
    0.053605361     0.36212429
    0.053705371     0.36260892
    0.053805381     0.36309296
    0.053905391     0.36357641
    0.054005401     0.36405929
    0.054105411     0.36454158
    0.054205421     0.36502329
    0.054305431     0.36550442
    0.054405441     0.36598497
    0.054505451     0.36646493
    0.054605461     0.36694432
    0.054705471     0.36742313
    0.054805481     0.36790136
    0.054905491     0.36837901
    0.055005501     0.36885608
    0.055105511     0.36933258
    0.055205521      0.3698085
    0.055305531     0.37028384
    0.055405541     0.37075861
    0.055505551      0.3712328
    0.055605561     0.37170643
    0.055705571     0.37217947
    0.055805581     0.37265195
    0.055905591     0.37312385
    0.056005601     0.37359518
    0.056105611     0.37406594
    0.056205621     0.37453613
    0.056305631     0.37500574
    0.056405641     0.37547479
    0.056505651     0.37594327
    0.056605661     0.37641118
    0.056705671     0.37687853
    0.056805681      0.3773453
    0.056905691     0.37781151
    0.057005701     0.37827716
    0.057105711     0.37874224
    0.057205721     0.37920675
    0.057305731      0.3796707
    0.057405741     0.38013409
    0.057505751     0.38059691
    0.057605761     0.38105917
    0.057705771     0.38152086
    0.057805781       0.381982
    0.057905791     0.38244257
    0.058005801     0.38290259
    0.058105811     0.38336204
    0.058205821     0.38382094
    0.058305831     0.38427928
    0.058405841     0.38473705
    0.058505851     0.38519427
    0.058605861     0.38565094
    0.058705871     0.38610704
    0.058805881      0.3865626
    0.058905891     0.38701759
    0.059005901     0.38747203
    0.059105911     0.38792592
    0.059205921     0.38837925
    0.059305931     0.38883203
    0.059405941     0.38928426
    0.059505951     0.38973593
    0.059605961     0.39018706
    0.059705971     0.39063763
    0.059805981     0.39108765
    0.059905991     0.39153712
    0.060006001     0.39198605
    0.060106011     0.39243442
    0.060206021     0.39288225
    0.060306031     0.39332952
    0.060406041     0.39377625
    0.060506051     0.39422244
    0.060606061     0.39466808
    0.060706071     0.39511317
    0.060806081     0.39555772
    0.060906091     0.39600172
    0.061006101     0.39644518
    0.061106111      0.3968881
    0.061206121     0.39733047
    0.061306131      0.3977723
    0.061406141     0.39821359
    0.061506151     0.39865434
    0.061606161     0.39909455
    0.061706171     0.39953422
    0.061806181     0.39997334
    0.061906191     0.40041193
    0.062006201     0.40084998
    0.062106211      0.4012875
    0.062206221     0.40172447
    0.062306231     0.40216091
    0.062406241     0.40259681
    0.062506251     0.40303218
    0.062606261     0.40346701
    0.062706271     0.40390131
    0.062806281     0.40433507
    0.062906291      0.4047683
    0.063006301       0.405201
    0.063106311     0.40563316
    0.063206321     0.40606479
    0.063306331     0.40649589
    0.063406341     0.40692646
    0.063506351      0.4073565
    0.063606361     0.40778601
    0.063706371     0.40821498
    0.063806381     0.40864343
    0.063906391     0.40907136
    0.064006401     0.40949875
    0.064106411     0.40992562
    0.064206421     0.41035196
    0.064306431     0.41077777
    0.064406441     0.41120306
    0.064506451     0.41162782
    0.064606461     0.41205206
    0.064706471     0.41247578
    0.064806481     0.41289897
    0.064906491     0.41332163
    0.065006501     0.41374378
    0.065106511      0.4141654
    0.065206521      0.4145865
    0.065306531     0.41500709
    0.065406541     0.41542715
    0.065506551     0.41584669
    0.065606561     0.41626571
    0.065706571     0.41668421
    0.065806581     0.41710219
    0.065906591     0.41751966
    0.066006601     0.41793661
    0.066106611     0.41835304
    0.066206621     0.41876895
    0.066306631     0.41918435
    0.066406641     0.41959924
    0.066506651     0.42001361
    0.066606661     0.42042746
    0.066706671      0.4208408
    0.066806681     0.42125363
    0.066906691     0.42166595
    0.067006701     0.42207775
    0.067106711     0.42248904
    0.067206721     0.42289982
    0.067306731     0.42331009
    0.067406741     0.42371985
    0.067506751      0.4241291
    0.067606761     0.42453785
    0.067706771     0.42494608
    0.067806781      0.4253538
    0.067906791     0.42576102
    0.068006801     0.42616773
    0.068106811     0.42657393
    0.068206821     0.42697963
    0.068306831     0.42738482
    0.068406841     0.42778951
    0.068506851     0.42819369
    0.068606861     0.42859737
    0.068706871     0.42900054
    0.068806881     0.42940321
    0.068906891     0.42980538
    0.069006901     0.43020705
    0.069106911     0.43060821
    0.069206921     0.43100888
    0.069306931     0.43140904
    0.069406941      0.4318087
    0.069506951     0.43220787
    0.069606961     0.43260653
    0.069706971      0.4330047
    0.069806981     0.43340237
    0.069906991     0.43379954
    0.070007001     0.43419621
    0.070107011     0.43459239
    0.070207021     0.43498807
    0.070307031     0.43538326
    0.070407041     0.43577795
    0.070507051     0.43617214
    0.070607061     0.43656584
    0.070707071     0.43695905
    0.070807081     0.43735177
    0.070907091     0.43774399
    0.071007101     0.43813572
    0.071107111     0.43852696
    0.071207121     0.43891771
    0.071307131     0.43930796
    0.071407141     0.43969773
    0.071507151     0.44008701
    0.071607161      0.4404758
    0.071707171      0.4408641
    0.071807181     0.44125191
    0.071907191     0.44163923
    0.072007201     0.44202607
    0.072107211     0.44241242
    0.072207221     0.44279828
    0.072307231     0.44318366
    0.072407241     0.44356855
    0.072507251     0.44395296
    0.072607261     0.44433688
    0.072707271     0.44472032
    0.072807281     0.44510328
    0.072907291     0.44548575
    0.073007301     0.44586774
    0.073107311     0.44624925
